id,Company,TypeName,Inches,touchscreen,cpu_brand,cpu_name,cpu_speed,ram,secondar_storage,primary_storage,memory_type,gpu_brand,gpu_name,OpSys,weight,Price,ppi,touchscreen_cat
328,HP,Notebook,14.0,0,Intel,Core i5,1.6,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.6,45821.0,157.3505121487356,Non-touch
329,Acer,Notebook,15.6,0,Intel,Core i7,2.7,8,0,1024.0,HDD,Nvidia, GeForce 940MX,windows,2.2,39534.0,141.21199808219862,Non-touch
330,Lenovo,Notebook,17.3,0,AMD,A8-Series 7410,2.2,4,0,128.0,SSD,AMD, Radeon R5,windows,2.6,26054.0,106.11306214269258,Non-touch
331,Asus,Gaming,17.3,0,Intel,Core i7,2.8,8,0,1024.0,HDD,Nvidia, GeForce GTX 1050,windows,3.0,63243.0,127.33567457123111,Non-touch
332,Dell,2 in 1 Convertible,13.3,1,Intel,Core i7,1.8,8,0,256.0,SSD,Intel, UHD Graphics 620,windows,1.6,46301.0,165.6321180513006,Touchscreen
333,HP,Notebook,17.3,0,Intel,Core i3,2.0,8,0,1024.0,HDD,Intel, HD Graphics 520,windows,2.5,26054.0,106.11306214269258,Non-touch
334,HP,Notebook,15.6,0,AMD,A9-Series 9420,3.0,4,0,256.0,SSD,AMD, Radeon R5,windows,1.9,26053.0,141.21199808219862,Non-touch
335,Lenovo,Gaming,15.6,0,Intel,Core i7,2.8,16,1024,512.0,Hybrid,Nvidia, GeForce GTX 1060,windows,3.2,93187.0,141.21199808219862,Non-touch
336,Lenovo,Notebook,15.6,0,AMD,A6-Series 9220,2.5,4,0,128.0,SSD,AMD, R4 Graphics,windows,2.2,21259.0,141.21199808219862,Non-touch
337,Dell,Notebook,15.6,0,Intel,Core i7,2.8,8,0,256.0,SSD,Nvidia, GeForce GTX 1050,windows,2.0,97449.0,141.21199808219862,Non-touch
338,Lenovo,Netbook,11.6,0,Intel,Celeron Quad,1.1,4,0,128.0,SSD,Intel, HD Graphics 500,windows,1.6,29464.0,135.0942111925629,Non-touch
339,Lenovo,Notebook,15.6,0,Intel,Core i5,1.6,8,0,256.0,SSD,Intel, UHD Graphics 620,windows,2.1,39374.0,141.21199808219862,Non-touch
340,Acer,Notebook,15.6,0,AMD,A9-Series 9420,3.0,4,0,1024.0,HDD,AMD, Radeon R5,windows,2.1,21046.0,100.45466986113651,Non-touch
341,Lenovo,Gaming,15.6,0,Intel,Core i7,2.8,8,0,1024.0,HDD,Nvidia, GeForce GTX 1060,windows,3.2,69211.0,141.21199808219862,Non-touch
342,Dell,Gaming,15.6,0,Intel,Core i7,2.8,16,1024,128.0,Hybrid,Nvidia, GeForce GTX 1050 Ti,windows,2.7,71875.0,141.21199808219862,Non-touch
343,Dell,Notebook,15.6,0,Intel,Celeron Dual,1.6,4,0,500.0,HDD,Intel, HD Graphics 400,windows,1.8,16464.0,100.45466986113651,Non-touch
344,HP,Ultrabook,15.6,0,Intel,Core i7,1.8,8,0,256.0,SSD,Nvidia, GeForce GTX 940MX,windows,1.8,37243.0,141.21199808219862,Non-touch
345,Asus,Notebook,14.0,0,Intel,Celeron Dual,1.1,4,0,32.0,Flash Storage,Intel, HD Graphics 500,windows,1.5,15238.0,111.93520355955211,Non-touch
346,Acer,Notebook,15.6,0,Intel,Core i7,2.8,8,0,1024.0,HDD,Nvidia, GeForce GTX 1050,linux,2.4,45075.0,141.21199808219862,Non-touch
347,HP,Gaming,17.3,0,Intel,Core i7,2.8,8,1024,128.0,Hybrid,Nvidia, GeForce GTX 1050,windows,3.4,63456.0,127.33567457123111,Non-touch
348,Lenovo,Notebook,15.6,0,Intel,Core i3,2.0,4,0,128.0,SSD,Intel, HD Graphics 520,,1.9,21498.0,141.21199808219862,Non-touch
349,HP,Notebook,15.6,0,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,2.0,31914.0,141.21199808219862,Non-touch
350,Asus,Gaming,15.6,0,Intel,Core i7,2.8,8,1024,128.0,Hybrid,Nvidia, GeForce GTX 1060,windows,2.3,88178.0,141.21199808219862,Non-touch
351,Lenovo,Notebook,20.0,0,Intel,Core i5,1.6,8,1024,256.0,Hybrid,AMD, Radeon RX 550,windows,2.1,60979.0,86.05106133133977,Non-touch
352,Lenovo,Notebook,14.0,0,Intel,Core i5,2.5,8,0,256.0,SSD,Nvidia, GeForce 940MX,windows,1.5,58555.0,157.3505121487356,Non-touch
353,Acer,Notebook,15.6,0,Intel,Core i7,2.8,8,0,256.0,SSD,Nvidia, GeForce GTX 1050,linux,2.5,46833.0,141.21199808219862,Non-touch
354,Asus,Gaming,15.6,0,Intel,Core i7,2.8,16,1024,128.0,Hybrid,Nvidia, GeForce GTX 1060,windows,2.2,77203.0,141.21199808219862,Non-touch
355,Asus,Ultrabook,13.3,1,Intel,Core i7,2.7,16,0,512.0,SSD,Intel, HD Graphics 620,windows,1.1,93181.0,165.6321180513006,Touchscreen
356,MSI,Gaming,17.3,0,Intel,Core i7,2.8,16,1024,256.0,Hybrid,Nvidia, GeForce GTX 1070,windows,2.8,119827.0,127.33567457123111,Non-touch
357,Asus,Ultrabook,14.0,0,Intel,Core i7,2.7,8,0,512.0,SSD,Intel, HD Graphics 620,windows,1.1,99793.0,157.3505121487356,Non-touch
358,Toshiba,Ultrabook,13.3,0,Intel,Core i7,2.5,16,0,512.0,SSD,Intel, HD Graphics 520,windows,1.2,93080.0,165.6321180513006,Non-touch
359,Dell,Ultrabook,13.3,0,Intel,Core i7,1.8,8,0,256.0,SSD,Intel, UHD Graphics 620,windows,1.2,87859.0,165.6321180513006,Non-touch
360,Lenovo,Ultrabook,14.0,0,Intel,Core i7,2.7,8,0,512.0,SSD,Intel, HD Graphics 620,windows,1.1,121585.0,202.37276851499232,Non-touch
361,Dell,Ultrabook,14.0,0,Intel,Core i7,2.8,8,0,512.0,SSD,Intel, HD Graphics,windows,1.4,89510.0,157.3505121487356,Non-touch
362,Asus,Gaming,15.6,0,AMD,FX 9830P,3.0,8,0,1024.0,HDD,AMD, Radeon RX 560,windows,2.5,37243.0,141.21199808219862,Non-touch
363,Lenovo,Notebook,20.0,0,Intel,Core i3,2.0,4,0,500.0,HDD,Intel, HD Graphics 520,windows,2.2,21792.0,61.879414889952194,Non-touch
364,Lenovo,Notebook,11.6,0,Intel,Celeron Dual,1.1,2,0,32.0,Flash Storage,Intel, HD Graphics 500,windows,1.2,16221.0,135.0942111925629,Non-touch
365,Lenovo,Notebook,13.3,0,Intel,Core i3,2.4,4,0,128.0,SSD,Intel, HD Graphics 620,windows,1.5,29251.0,165.6321180513006,Non-touch
366,Lenovo,Workstation,15.6,0,Intel,Core i7,2.8,8,0,512.0,SSD,Nvidia, Quadro M1200,windows,2.7,102564.0,141.21199808219862,Non-touch
367,Acer,Notebook,15.6,0,Intel,Core i7,1.8,2,0,1024.0,HDD,Nvidia, GeForce MX150,windows,2.2,36710.0,141.21199808219862,Non-touch
368,Dell,Workstation,15.6,0,Intel,Core i5,2.6,8,0,500.0,HDD,AMD, FirePro W5130M,windows,2.2,72940.0,141.21199808219862,Non-touch
369,Lenovo,Ultrabook,14.0,0,Intel,Core i7,2.8,8,0,512.0,SSD,Nvidia, GeForce GT 940MX,windows,1.7,103523.0,202.37276851499232,Non-touch
370,HP,Notebook,13.3,0,Intel,Core i7,1.8,16,0,512.0,SSD,Intel, UHD Graphics 620,windows,1.5,63776.0,165.6321180513006,Non-touch
371,Dell,Workstation,15.6,0,Intel,Core i7,2.7,8,0,256.0,SSD,Nvidia, Quadro M1200,windows,2.0,113753.0,141.21199808219862,Non-touch
372,HP,Notebook,15.6,0,Intel,Core i3,2.0,4,0,1024.0,HDD,AMD, Radeon 520,windows,2.1,24988.0,141.21199808219862,Non-touch
373,Acer,Notebook,15.6,0,Intel,Core i7,2.8,8,0,256.0,SSD,Nvidia, GeForce GTX 1050 Ti,linux,2.5,52161.0,141.21199808219862,Non-touch
374,Dell,Workstation,17.3,0,Intel,Core i7,2.9,16,0,256.0,SSD,Nvidia, Quadro M1200,windows,3.4,153705.0,127.33567457123111,Non-touch
375,Acer,2 in 1 Convertible,13.3,1,Intel,Core i7,2.5,8,0,256.0,SSD,Intel, HD Graphics 520,windows,1.6,42038.0,165.6321180513006,Touchscreen
376,Lenovo,2 in 1 Convertible,14.0,1,Intel,Core i7,2.7,16,0,512.0,SSD,Intel, HD Graphics 620,windows,1.4,133680.0,202.37276851499232,Touchscreen
377,Asus,2 in 1 Convertible,13.3,1,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.3,49444.0,165.6321180513006,Touchscreen
378,Dell,Notebook,15.6,0,Intel,Core i5,2.5,4,0,256.0,SSD,AMD, Radeon R5 M430,linux,2.3,31909.0,141.21199808219862,Non-touch
379,Lenovo,Notebook,15.6,0,AMD,A10-Series 9600P,2.4,6,0,1024.0,HDD,AMD, Radeon R5 430,windows,2.4,26587.0,141.21199808219862,Non-touch
380,Asus,Gaming,17.3,0,Intel,Core i7,2.8,8,0,1024.0,HDD,Nvidia, GeForce GTX 1050,windows,3.0,55358.0,127.33567457123111,Non-touch
381,Dell,Notebook,13.3,0,Intel,Core i3,2.0,4,0,128.0,SSD,Intel, HD Graphics 520,windows,1.7,36710.0,117.82653006268643,Non-touch
382,Asus,Ultrabook,15.6,0,Intel,Core i7,2.7,16,0,512.0,SSD,Nvidia, GeForce 940MX,windows,1.6,78215.0,141.21199808219862,Non-touch
383,Asus,Gaming,17.3,0,Intel,Core i7,2.8,16,1024,256.0,Hybrid,Nvidia, GeForce GTX 1050 Ti,windows,3.0,84768.0,127.33567457123111,Non-touch
384,HP,Ultrabook,14.0,0,Intel,Core i7,2.5,8,0,256.0,SSD,Intel, HD Graphics 520,windows,1.4,79920.0,157.3505121487356,Non-touch
385,Acer,Notebook,15.6,0,Intel,Core i5,1.6,12,0,1024.0,HDD,Nvidia, GeForce MX130,windows,2.2,36976.0,100.45466986113651,Non-touch
386,Dell,Notebook,15.6,0,Intel,Core i5,2.5,8,0,1024.0,HDD,Intel, HD Graphics 620,windows,2.1,28769.0,100.45466986113651,Non-touch
387,Asus,Notebook,14.0,0,Intel,Core i3,2.4,4,0,128.0,SSD,Intel, HD Graphics 620,windows,1.3,27120.0,111.93520355955211,Non-touch
388,Lenovo,Ultrabook,14.0,0,Intel,Core i7,1.8,8,0,256.0,SSD,AMD, Radeon RX 550,windows,1.8,64755.0,157.3505121487356,Non-touch
389,Asus,Gaming,17.3,0,Intel,Core i7,2.8,16,1024,256.0,Hybrid,Nvidia, GeForce GTX 1070,windows,2.9,113060.0,127.33567457123111,Non-touch
390,Lenovo,2 in 1 Convertible,15.6,1,Intel,Core i7,2.8,16,0,512.0,SSD,Nvidia, GeForce GTX 1050,windows,2.0,101179.0,202.37276851499232,Touchscreen
391,MSI,Gaming,17.3,0,Intel,Core i7,2.8,8,0,256.0,SSD,Nvidia, GeForce GTX 1050 Ti,windows,2.7,71875.0,127.33567457123111,Non-touch
392,Chuwi,Notebook,12.3,0,Intel,Celeron Quad,1.1,6,0,64.0,Flash Storage,Intel, HD Graphics 500,windows,1.4,23923.0,202.37276851499232,Non-touch
393,Dell,Notebook,15.6,0,Intel,Core i7,2.7,8,0,256.0,SSD,AMD, Radeon R7 M445,linux,2.3,41498.0,141.21199808219862,Non-touch
394,HP,Notebook,15.6,0,Intel,Core i7,2.9,8,0,256.0,SSD,Intel, HD Graphics 630,windows,2.3,76031.0,141.21199808219862,Non-touch
395,Lenovo,Notebook,17.3,0,Intel,Core i5,2.5,6,0,1024.0,HDD,Nvidia, GeForce GTX 940M,windows,5.5,34579.0,106.11306214269258,Non-touch
396,Asus,Notebook,20.0,0,Intel,Core i3,2.4,8,0,1024.0,HDD,Nvidia, GeForce 940MX,linux,2.3,31808.0,61.879414889952194,Non-touch
397,Dell,Gaming,20.0,0,Intel,Core i7,2.9,16,1024,256.0,Hybrid,Nvidia, GeForce GTX 1070,windows,4.4,149131.0,107.59009377691324,Non-touch
398,Dell,Gaming,15.6,0,Intel,Core i7,2.8,8,1024,128.0,Hybrid,Nvidia, GeForce GTX 1050 Ti,windows,2.6,61752.0,141.21199808219862,Non-touch
399,Dell,Notebook,15.6,0,Intel,Core i7,1.8,8,2048,256.0,Hybrid,AMD, Radeon 530,windows,2.0,60867.0,141.21199808219862,Non-touch
400,Dell,Ultrabook,14.0,0,Intel,Core i7,2.8,8,0,256.0,SSD,Intel, HD Graphics 620,linux,1.6,58555.0,157.3505121487356,Non-touch
401,HP,Gaming,17.3,0,Intel,Core i7,2.8,12,1024,256.0,Hybrid,Nvidia, GeForce GTX 1070,windows,3.4,106507.0,127.33567457123111,Non-touch
402,Mediacom,2 in 1 Convertible,11.6,1,Intel,Celeron Dual,1.1,4,0,32.0,SSD,Intel, HD Graphics 500,windows,1.2,15931.0,189.90579052433606,Touchscreen
403,Samsung,Netbook,11.6,0,Intel,Celeron Dual,1.6,4,0,16.0,Flash Storage,Intel, HD Graphics 400,other,1.2,14332.0,135.0942111925629,Non-touch
404,Lenovo,Notebook,13.3,0,Intel,Core i7,2.7,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.4,53813.0,165.6321180513006,Non-touch
405,Lenovo,Notebook,14.0,0,Intel,Core i3,2.7,4,0,128.0,SSD,Intel, HD Graphics 620,windows,1.7,31915.0,157.3505121487356,Non-touch
406,Lenovo,Workstation,15.6,0,Intel,Core i7,2.8,16,0,512.0,SSD,Nvidia, GeForce 940MX,windows,2.3,130270.0,202.37276851499232,Non-touch
407,Asus,Netbook,11.6,0,Intel,Celeron Dual,1.1,4,0,64.0,Flash Storage,Intel, HD Graphics 500,windows,1.2,18115.0,135.0942111925629,Non-touch
408,Lenovo,Notebook,15.6,0,Intel,Core i7,2.9,16,0,512.0,SSD,Nvidia, Quadro M2200M,windows,2.5,130483.0,141.21199808219862,Non-touch
409,Asus,Gaming,17.3,0,AMD,Ryzen 1600,3.2,8,1024,256.0,Hybrid,AMD, Radeon RX 580,windows,3.2,90310.0,127.33567457123111,Non-touch
410,HP,Notebook,15.6,0,Intel,Core i5,2.5,8,0,256.0,SSD,AMD, Radeon 520,windows,1.9,32980.0,100.45466986113651,Non-touch
411,Dell,Gaming,15.6,0,Intel,Core i5,2.5,8,0,256.0,SSD,Nvidia, GeForce GTX 1060,windows,2.7,63670.0,141.21199808219862,Non-touch
412,HP,Notebook,15.6,0,Intel,Celeron Dual,1.6,4,0,500.0,HDD,Intel, HD Graphics 400,windows,2.1,18488.0,100.45466986113651,Non-touch
413,Lenovo,2 in 1 Convertible,13.9,1,Intel,Core i5,1.6,8,0,256.0,SSD,Intel, UHD Graphics 620,windows,1.4,85195.0,158.48253022174808,Touchscreen
414,Asus,Ultrabook,14.0,0,Intel,Core i7,2.7,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.3,55891.0,157.3505121487356,Non-touch
415,Google,Ultrabook,12.3,1,Intel,Core i7,1.3,16,0,512.0,SSD,Intel, HD Graphics 615,other,1.1,117163.0,202.37276851499232,Touchscreen
416,Lenovo,Notebook,14.0,0,Intel,Celeron Dual,1.1,4,0,500.0,HDD,Intel, HD Graphics 500,windows,2.1,15931.0,111.93520355955211,Non-touch
417,Lenovo,Ultrabook,20.0,0,Intel,Core i7,2.7,20,0,512.0,SSD,Intel, HD Graphics 620,windows,1.3,126913.0,122.3837316712388,Non-touch
418,Lenovo,Netbook,11.6,0,Intel,Celeron Dual,1.6,4,0,16.0,SSD,Intel, HD Graphics 400,other,1.3,14119.0,135.0942111925629,Non-touch
419,Acer,2 in 1 Convertible,13.3,1,Intel,Core i5,1.6,8,0,256.0,SSD,Intel, UHD Graphics 620,windows,1.5,45128.0,165.6321180513006,Touchscreen
420,Lenovo,Notebook,13.3,0,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.4,50563.0,165.6321180513006,Non-touch
421,Asus,Notebook,15.6,0,Intel,Core i5,2.5,4,0,256.0,SSD,Intel, HD Graphics 620,linux,2.0,29784.0,141.21199808219862,Non-touch
422,Asus,Notebook,15.6,0,Intel,Core i7,2.7,8,1024,256.0,Hybrid,Intel, HD Graphics 620,windows,2.0,65215.0,141.21199808219862,Non-touch
423,Lenovo,Notebook,17.3,0,AMD,A6-Series 9220,2.5,8,0,1024.0,HDD,AMD, Radeon R4,windows,2.8,27652.0,106.11306214269258,Non-touch
424,HP,Ultrabook,15.6,0,AMD,A9-Series 9420,3.0,4,0,256.0,SSD,AMD, Radeon 520,windows,1.9,26587.0,141.21199808219862,Non-touch
425,Acer,Notebook,15.6,0,Intel,Core i5,1.6,4,0,1024.0,HDD,Nvidia, GeForce MX150,windows,2.2,32661.0,141.21199808219862,Non-touch
426,Dell,Notebook,15.6,0,Intel,Core i5,1.6,4,0,256.0,SSD,AMD, Radeon 530,windows,2.2,39907.0,141.21199808219862,Non-touch
427,Lenovo,Notebook,15.6,0,Intel,Core i7,1.8,8,0,256.0,SSD,AMD, Radeon RX 550,windows,2.1,65511.0,141.21199808219862,Non-touch
428,HP,Ultrabook,13.3,0,Intel,Core i7,2.7,8,0,512.0,SSD,Intel, HD Graphics 620,windows,1.3,70489.0,165.6321180513006,Non-touch
429,Lenovo,Ultrabook,12.5,0,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.4,76137.0,176.23257360658386,Non-touch
430,Lenovo,Gaming,15.6,0,Intel,Core i7,2.8,8,1024,256.0,Hybrid,Nvidia, GeForce GTX 1060,,2.4,61219.0,141.21199808219862,Non-touch
431,Lenovo,Notebook,15.6,0,Intel,Pentium Quad,1.1,4,0,128.0,SSD,Intel, HD Graphics 505,windows,2.2,18595.0,141.21199808219862,Non-touch
432,Lenovo,Notebook,14.0,0,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.9,49977.0,157.3505121487356,Non-touch
433,Dell,Ultrabook,13.3,1,Intel,Core i5,2.5,8,0,128.0,SSD,Intel, HD Graphics 620,windows,1.3,47899.0,165.6321180513006,Touchscreen
434,HP,Gaming,15.6,0,Intel,Core i7,2.8,8,1024,128.0,Hybrid,Nvidia, GeForce GTX 1050,windows,2.2,58555.0,141.21199808219862,Non-touch
435,Dell,Workstation,15.6,1,Intel,Core i7,2.8,8,0,256.0,SSD,Nvidia, Quadro M1200,windows,1.8,144495.0,202.37276851499232,Touchscreen
436,Acer,Notebook,15.6,0,Intel,Core i7,2.7,4,0,500.0,HDD,Nvidia, GeForce 940MX,windows,2.2,34046.0,141.21199808219862,Non-touch
437,Dell,Notebook,14.0,0,Intel,Core i5,2.8,8,0,256.0,SSD,Nvidia, GeForce 930MX,windows,1.6,62817.0,157.3505121487356,Non-touch
438,Dell,Notebook,15.6,0,Intel,Core i5,2.5,8,0,1024.0,HDD,Intel, HD Graphics 620,windows,2.2,44542.0,141.21199808219862,Non-touch
439,Acer,Notebook,15.6,0,Intel,Core i5,2.5,4,0,500.0,HDD,Intel, HD Graphics 620,linux,2.4,23539.0,100.45466986113651,Non-touch
440,Dell,Notebook,15.6,0,Intel,Core i7,2.7,8,0,1024.0,HDD,AMD, Radeon R5 M430,linux,2.2,31963.0,141.21199808219862,Non-touch
441,Dell,Notebook,15.6,0,Intel,Core i7,1.8,16,2048,256.0,Hybrid,AMD, Radeon 530,windows,2.2,64961.0,141.21199808219862,Non-touch
442,Lenovo,Ultrabook,14.0,0,Intel,Core i7,2.7,16,0,1024.0,SSD,Intel, HD Graphics 620,windows,1.1,139860.0,202.37276851499232,Non-touch
443,Dell,Workstation,15.6,0,Intel,Xeon E3-1505M,3.0,8,1024,64.0,HDD,Nvidia, Quadro M620,windows,2.2,106187.0,141.21199808219862,Non-touch
444,Xiaomi,Notebook,15.6,0,Intel,Core i7,1.8,16,0,256.0,SSD,Nvidia, GeForce MX150,,2.0,74589.0,141.21199808219862,Non-touch
445,Lenovo,Notebook,15.6,0,Intel,Celeron Dual,1.1,4,0,1024.0,HDD,Intel, HD Graphics 500,windows,2.2,16304.0,100.45466986113651,Non-touch
446,MSI,Gaming,15.6,0,Intel,Core i5,2.5,8,0,256.0,SSD,Nvidia, GeForce GTX 1050,windows,2.2,54758.0,141.21199808219862,Non-touch
447,Asus,Netbook,11.6,0,Intel,Celeron Dual,1.1,2,0,32.0,Flash Storage,Intel, HD Graphics 500,windows,1.1,13054.0,135.0942111925629,Non-touch
448,Dell,Notebook,15.6,0,Intel,Core i3,2.0,4,0,256.0,SSD,AMD, Radeon R5 M430,linux,2.2,25841.0,141.21199808219862,Non-touch
449,HP,Notebook,15.6,1,Intel,Core i5,1.6,4,0,1024.0,HDD,Intel, UHD Graphics 620,windows,2.0,27784.0,100.45466986113651,Touchscreen
450,Microsoft,Ultrabook,13.5,1,Intel,Core i7,2.5,16,0,512.0,SSD,Intel, Iris Plus Graphics 640,windows,1.3,137942.0,200.84255993695703,Touchscreen
451,Asus,Gaming,17.3,0,Intel,Core i7,2.8,16,1024,256.0,Hybrid,Nvidia, GeForce GTX 1050,windows,2.9,81465.0,127.33567457123111,Non-touch
452,Asus,Notebook,15.6,0,Intel,Core i3,2.4,6,0,256.0,SSD,Nvidia, GeForce 920M,windows,2.0,30743.0,141.21199808219862,Non-touch
453,Asus,Gaming,15.6,0,Intel,Core i7,2.8,20,0,512.0,SSD,Nvidia, GeForce GTX1080,windows,2.2,158135.0,141.21199808219862,Non-touch
454,HP,Notebook,15.6,0,Intel,Core i5,2.5,8,0,128.0,SSD,Intel, HD Graphics 620,windows,1.9,31382.0,100.45466986113651,Non-touch
455,HP,Notebook,15.6,0,Intel,Core i5,2.5,8,0,256.0,SSD,Nvidia, GeForce 930MX,windows,2.0,47366.0,141.21199808219862,Non-touch
456,Dell,Workstation,15.6,0,Intel,Core i7,2.7,16,0,256.0,SSD,Nvidia, Quadro M620,windows,2.2,105228.0,141.21199808219862,Non-touch
457,Asus,Gaming,17.3,0,Intel,Core i7,2.8,16,1024,256.0,Hybrid,Nvidia, GeForce GTX1050 Ti,windows,3.0,80133.0,127.33567457123111,Non-touch
458,HP,Workstation,15.6,0,Intel,Core i7,2.9,8,0,512.0,SSD,Intel, HD Graphics 620,windows,2.3,81732.0,141.21199808219862,Non-touch
459,Lenovo,Gaming,15.6,0,Intel,Core i7,2.8,8,1024,256.0,Hybrid,Nvidia, GeForce GTX 1060,windows,3.2,74539.0,141.21199808219862,Non-touch
460,Lenovo,Notebook,14.0,0,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.7,71662.0,157.3505121487356,Non-touch
461,HP,Gaming,15.6,0,Intel,Core i7,2.8,12,1024,128.0,Hybrid,Nvidia, GeForce GTX 1050,windows,2.6,66547.0,141.21199808219862,Non-touch
462,HP,Ultrabook,13.3,0,Intel,Core i7,2.7,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.3,74539.0,165.6321180513006,Non-touch
463,HP,Notebook,15.6,0,Intel,Core i7,2.7,8,0,256.0,SSD,AMD, Radeon 530,windows,1.9,38308.0,141.21199808219862,Non-touch
464,Dell,Notebook,14.0,0,Intel,Core i5,2.6,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.6,68184.0,157.3505121487356,Non-touch
465,HP,Notebook,15.6,0,AMD,E-Series E2-9000e,1.5,4,0,500.0,HDD,AMD, Radeon R2,windows,2.1,18595.0,141.21199808219862,Non-touch
466,Dell,Notebook,15.6,0,Intel,Core i7,1.8,8,1024,128.0,Hybrid,AMD, Radeon 530,windows,2.4,52161.0,141.21199808219862,Non-touch
467,HP,Notebook,15.6,0,Intel,Core i3,2.0,4,0,128.0,SSD,Intel, HD Graphics 520,windows,1.6,36710.0,100.45466986113651,Non-touch
468,Dell,Notebook,15.6,0,Intel,Core i5,1.6,8,0,1024.0,HDD,AMD, Radeon 520,linux,2.2,34472.0,141.21199808219862,Non-touch
469,Dell,2 in 1 Convertible,11.6,1,Intel,Pentium Quad,1.6,4,0,500.0,HDD,Intel, HD Graphics 405,windows,1.5,25521.0,135.0942111925629,Touchscreen
470,Dell,Notebook,17.3,0,Intel,Core i5,1.6,8,1024,128.0,Hybrid,AMD, Radeon 530,linux,2.8,47366.0,127.33567457123111,Non-touch
471,Dell,Notebook,17.3,0,Intel,Core i7,2.7,8,0,1024.0,HDD,Nvidia, GeForce GTX 1060,windows,4.4,109011.0,127.33567457123111,Non-touch
472,Lenovo,Notebook,20.0,0,Intel,Core i5,2.3,8,0,256.0,SSD,Intel, HD Graphics 520,windows,2.0,71395.0,91.7877987534291,Non-touch
473,Microsoft,Ultrabook,13.5,1,Intel,Core M,2.2,4,0,128.0,SSD,Intel, HD Graphics 615,windows,1.3,52694.0,200.84255993695703,Touchscreen
474,Lenovo,Notebook,15.6,0,Intel,Core i7,2.7,4,0,1024.0,HDD,Nvidia, GeForce 920MX,windows,2.2,42571.0,141.21199808219862,Non-touch
475,Dell,2 in 1 Convertible,12.5,1,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.3,88978.0,176.23257360658386,Touchscreen
476,Lenovo,Notebook,15.6,0,Intel,Core i3,2.0,8,0,1100.0,HDD,Nvidia, GeForce 920MX ,,2.2,24456.0,100.45466986113651,Non-touch
477,Dell,Workstation,15.6,1,Intel,Core i7,2.8,8,0,256.0,SSD,Nvidia, Quadro M620,windows,2.1,93933.0,141.21199808219862,Touchscreen
478,Dell,Notebook,15.6,0,Intel,Core i5,2.5,4,0,500.0,HDD,AMD, Radeon R5 M430,windows,2.3,31169.0,141.21199808219862,Non-touch
479,HP,Notebook,15.6,0,Intel,Core i7,2.7,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.8,64948.0,141.21199808219862,Non-touch
480,Dell,Notebook,15.6,0,Intel,Core i5,2.8,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.9,73367.0,141.21199808219862,Non-touch
481,Microsoft,Ultrabook,20.0,1,Intel,Core i7,2.5,8,0,256.0,SSD,Intel, Iris Plus Graphics 640,windows,1.3,95851.0,80.93655400444537,Touchscreen
482,HP,Notebook,15.6,0,Intel,Core i3,2.4,4,0,500.0,HDD,Intel, HD Graphics 620,windows,2.1,35617.0,100.45466986113651,Non-touch
483,Dell,Gaming,17.3,0,Intel,Core i7,2.8,16,1024,128.0,Hybrid,Nvidia, GeForce GTX 1070,windows,4.4,160520.0,127.33567457123111,Non-touch
484,HP,Notebook,17.3,0,Intel,Core i3,2.0,8,0,256.0,SSD,Intel, HD Graphics 520,windows,2.5,34094.0,106.11306214269258,Non-touch
485,Acer,Notebook,14.0,0,Intel,Celeron Quad,1.1,4,0,32.0,Flash Storage,Intel, HD Graphics 500,windows,1.6,17529.0,157.3505121487356,Non-touch
486,Toshiba,Notebook,15.6,0,Intel,Core i5,2.5,8,0,500.0,HDD,Intel, HD Graphics 620,windows,2.0,45821.0,141.21199808219862,Non-touch
487,Acer,Notebook,15.6,0,Intel,Core i3,2.0,4,0,1024.0,HDD,Nvidia, GeForce 940MX,windows,2.2,28984.0,141.21199808219862,Non-touch
488,MSI,Gaming,17.3,0,Intel,Core i7,2.7,16,1024,128.0,Hybrid,Nvidia, GeForce GTX 970M,windows,4.1,117163.0,127.33567457123111,Non-touch
489,Asus,Notebook,15.6,0,Intel,Core i7,2.7,8,1024,256.0,Hybrid,Nvidia, GeForce GTX 960M,windows,2.0,69211.0,202.37276851499232,Non-touch
490,Dell,Notebook,15.6,0,Intel,Core i3,2.0,4,0,1024.0,HDD,AMD, Radeon R5 M420,linux,2.2,24775.0,100.45466986113651,Non-touch
491,Acer,Netbook,11.6,0,Intel,Celeron Dual,1.6,4,0,128.0,SSD,Intel, HD Graphics 400,windows,1.4,23177.0,135.0942111925629,Non-touch
